url_path,views_total,views_unique
/gem/oq-irmt-qgis,7,7
/gem/oq-irmt-qgis/issues,4,4
/gem/oq-irmt-qgis/actions,3,3
/gem/oq-irmt-qgis/blob/fed23aa93251f7caefbdf5950c0fdd87e724620d/svir/calculations/process_layer.py,2,2
/gem/oq-irmt-qgis/tree/master/svir,2,1
/gem/oq-irmt-qgis/blob/master/svir/utilities/utils.py,1,1
/gem/oq-irmt-qgis/tree/fed23aa93251f7caefbdf5950c0fdd87e724620d/svir,1,1
/gem/oq-irmt-qgis/tree/master/svir/ui,1,1
/gem/oq-irmt-qgis/tree/master/svir/utilities,1,1
/gem/oq-irmt-qgis/tree/refs/heads/bool2int,1,1
