url_path,views_total,views_unique
/gem/oq-irmt-qgis,9,6
/gem/oq-irmt-qgis/actions,2,1
/gem/oq-irmt-qgis/actions/runs/12131196695,2,1
/gem/oq-irmt-qgis/actions/runs/12132290069,2,1
/gem/oq-irmt-qgis/actions/runs/12247607194,2,1
/gem/oq-irmt-qgis/pulls,2,1
/gem/oq-irmt-qgis/actions/runs/12131196695/job/33822897883,1,1
/gem/oq-irmt-qgis/actions/runs/12132290069/job/33825920082,1,1
/gem/oq-irmt-qgis/actions/runs/12247607194/job/34165720200,1,1
/gem/oq-irmt-qgis/blob/master/scripts/plugin_upload.py,1,1
