time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-08 00:00:00+00:00,3,3,,
2025-08-09 00:00:00+00:00,16,3,,
2025-08-10 00:00:00+00:00,14,1,,
2025-08-11 00:00:00+00:00,15,2,1.0,1.0
2025-08-12 00:00:00+00:00,16,3,,
2025-08-13 00:00:00+00:00,16,3,2.0,2.0
2025-08-14 00:00:00+00:00,14,1,,
2025-08-15 00:00:00+00:00,15,2,,
2025-08-16 00:00:00+00:00,14,1,,
2025-08-17 00:00:00+00:00,16,3,,
2025-08-18 00:00:00+00:00,46,9,21.0,3.0
2025-08-19 00:00:00+00:00,16,3,1.0,1.0
2025-08-20 00:00:00+00:00,14,1,1.0,1.0
2025-08-21 00:00:00+00:00,14,1,,
2025-08-22 00:00:00+00:00,14,1,,
