time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-21 00:00:00+00:00,18,1,13.0,2.0
2025-02-22 00:00:00+00:00,18,1,,
2025-02-23 00:00:00+00:00,19,2,,
2025-02-24 00:00:00+00:00,128,10,222.0,2.0
2025-02-25 00:00:00+00:00,98,8,136.0,8.0
2025-02-26 00:00:00+00:00,187,22,177.0,3.0
2025-02-27 00:00:00+00:00,15,2,2.0,2.0
2025-02-28 00:00:00+00:00,15,2,12.0,4.0
2025-03-01 00:00:00+00:00,15,2,2.0,1.0
2025-03-02 00:00:00+00:00,15,2,,
2025-03-03 00:00:00+00:00,14,1,,
2025-03-04 00:00:00+00:00,15,2,6.0,3.0
2025-03-05 00:00:00+00:00,59,16,23.0,3.0
2025-03-06 00:00:00+00:00,14,1,1.0,1.0
