url_path,views_total,views_unique
/gem/oq-irmt-qgis/actions/runs/11828990791,9,2
/gem/oq-irmt-qgis,8,8
/gem/oq-irmt-qgis/actions,8,2
/gem/oq-irmt-qgis/actions/runs/11829992769,8,2
/gem/oq-irmt-qgis/issues/539,4,4
/gem/oq-irmt-qgis/actions/runs/11828990791/job/32960032694,3,2
/gem/oq-irmt-qgis/actions/workflows/test.yml,3,1
/gem/oq-irmt-qgis/blob/965071bb117a0f58c5479c22f142314b4bdb2609/svir/dialogs/load_ruptures_as_layer_dialog.py,3,1
/gem/oq-irmt-qgis/actions/runs/11829992769/job/32972425911,2,2
/gem/oq-irmt-qgis/pulls,2,1
