time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-29 00:00:00+00:00,1,1,,
2025-06-30 00:00:00+00:00,15,2,9.0,2.0
2025-07-01 00:00:00+00:00,16,3,6.0,2.0
2025-07-02 00:00:00+00:00,18,4,,
2025-07-03 00:00:00+00:00,15,2,,
2025-07-04 00:00:00+00:00,115,2,,
2025-07-05 00:00:00+00:00,14,1,1.0,1.0
2025-07-06 00:00:00+00:00,15,2,,
2025-07-07 00:00:00+00:00,16,3,,
2025-07-08 00:00:00+00:00,14,1,9.0,2.0
2025-07-09 00:00:00+00:00,14,1,2.0,2.0
2025-07-10 00:00:00+00:00,16,3,1.0,1.0
2025-07-11 00:00:00+00:00,17,4,1.0,1.0
2025-07-12 00:00:00+00:00,14,1,,
2025-07-13 00:00:00+00:00,14,1,,
