time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-30 00:00:00+00:00,,,1.0,1.0
2025-12-01 00:00:00+00:00,42.0,14.0,1.0,1.0
2025-12-02 00:00:00+00:00,25.0,8.0,3.0,3.0
2025-12-03 00:00:00+00:00,49.0,20.0,1.0,1.0
2025-12-04 00:00:00+00:00,28.0,9.0,45.0,3.0
2025-12-05 00:00:00+00:00,29.0,12.0,5.0,1.0
2025-12-06 00:00:00+00:00,52.0,37.0,1.0,1.0
2025-12-07 00:00:00+00:00,16.0,1.0,1.0,1.0
2025-12-08 00:00:00+00:00,24.0,6.0,2.0,2.0
2025-12-09 00:00:00+00:00,28.0,9.0,4.0,2.0
2025-12-10 00:00:00+00:00,16.0,1.0,,
2025-12-11 00:00:00+00:00,16.0,1.0,1.0,1.0
2025-12-12 00:00:00+00:00,20.0,4.0,,
2025-12-13 00:00:00+00:00,16.0,1.0,,
2025-12-14 00:00:00+00:00,16.0,1.0,,
