time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-23 00:00:00+00:00,7,2,10.0,1.0
2025-01-24 00:00:00+00:00,18,1,5.0,1.0
2025-01-25 00:00:00+00:00,18,1,,
2025-01-26 00:00:00+00:00,18,1,2.0,2.0
2025-01-27 00:00:00+00:00,18,1,1.0,1.0
2025-01-28 00:00:00+00:00,18,1,4.0,1.0
2025-01-29 00:00:00+00:00,18,1,,
2025-01-30 00:00:00+00:00,18,1,2.0,2.0
2025-01-31 00:00:00+00:00,18,1,4.0,2.0
2025-02-01 00:00:00+00:00,18,1,2.0,2.0
2025-02-02 00:00:00+00:00,18,1,,
2025-02-03 00:00:00+00:00,18,2,1.0,1.0
2025-02-04 00:00:00+00:00,19,2,,
2025-02-05 00:00:00+00:00,20,3,4.0,4.0
2025-02-06 00:00:00+00:00,19,2,,
