time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-17 00:00:00+00:00,9,6,2.0,2.0
2025-10-18 00:00:00+00:00,31,8,1.0,1.0
2025-10-19 00:00:00+00:00,21,7,1.0,1.0
2025-10-20 00:00:00+00:00,37,15,5.0,5.0
2025-10-21 00:00:00+00:00,36,18,5.0,5.0
2025-10-22 00:00:00+00:00,41,22,7.0,7.0
2025-10-23 00:00:00+00:00,24,9,5.0,5.0
2025-10-24 00:00:00+00:00,37,15,2.0,2.0
2025-10-25 00:00:00+00:00,17,4,,
2025-10-26 00:00:00+00:00,17,4,3.0,3.0
2025-10-27 00:00:00+00:00,43,19,26.0,6.0
2025-10-28 00:00:00+00:00,49,22,17.0,3.0
2025-10-29 00:00:00+00:00,45,29,3.0,3.0
2025-10-30 00:00:00+00:00,20,7,2.0,2.0
2025-10-31 00:00:00+00:00,29,17,,
