time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-16 00:00:00+00:00,87,4,,
2025-06-17 00:00:00+00:00,142,6,,
2025-06-18 00:00:00+00:00,14,1,1.0,1.0
2025-06-19 00:00:00+00:00,14,1,,
2025-06-20 00:00:00+00:00,14,1,1.0,1.0
2025-06-21 00:00:00+00:00,14,1,,
2025-06-22 00:00:00+00:00,14,1,8.0,8.0
2025-06-23 00:00:00+00:00,14,1,1.0,1.0
2025-06-24 00:00:00+00:00,14,1,10.0,2.0
2025-06-25 00:00:00+00:00,15,2,1.0,1.0
2025-06-26 00:00:00+00:00,13,1,,
2025-06-27 00:00:00+00:00,14,1,5.0,2.0
2025-06-28 00:00:00+00:00,15,2,1.0,1.0
2025-06-29 00:00:00+00:00,16,3,,
2025-06-30 00:00:00+00:00,14,1,,
