time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-20 00:00:00+00:00,18,1,9.0,3.0
2024-09-21 00:00:00+00:00,18,1,,
2024-09-22 00:00:00+00:00,18,1,,
2024-09-23 00:00:00+00:00,18,1,2.0,2.0
2024-09-24 00:00:00+00:00,18,1,3.0,3.0
2024-09-25 00:00:00+00:00,18,1,4.0,3.0
2024-09-26 00:00:00+00:00,36,1,8.0,2.0
2024-09-27 00:00:00+00:00,32,2,5.0,1.0
2024-09-28 00:00:00+00:00,19,2,1.0,1.0
2024-09-29 00:00:00+00:00,25,2,3.0,2.0
2024-09-30 00:00:00+00:00,18,1,28.0,5.0
2024-10-01 00:00:00+00:00,24,1,,
2024-10-02 00:00:00+00:00,32,3,48.0,3.0
2024-10-03 00:00:00+00:00,37,2,12.0,2.0
