time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-05 00:00:00+00:00,5,5,1.0,1.0
2025-10-06 00:00:00+00:00,16,3,1.0,1.0
2025-10-07 00:00:00+00:00,14,1,,
2025-10-08 00:00:00+00:00,14,1,2.0,2.0
2025-10-09 00:00:00+00:00,37,22,,
2025-10-10 00:00:00+00:00,47,23,2.0,2.0
2025-10-11 00:00:00+00:00,35,16,3.0,3.0
2025-10-12 00:00:00+00:00,29,15,,
2025-10-13 00:00:00+00:00,28,14,,
2025-10-14 00:00:00+00:00,31,15,5.0,2.0
2025-10-15 00:00:00+00:00,34,15,2.0,2.0
2025-10-16 00:00:00+00:00,24,8,,
2025-10-17 00:00:00+00:00,33,11,5.0,5.0
2025-10-18 00:00:00+00:00,31,8,1.0,1.0
2025-10-19 00:00:00+00:00,17,4,,
