time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-21 00:00:00+00:00,8,1,10.0,1.0
2024-10-22 00:00:00+00:00,18,1,3.0,3.0
2024-10-23 00:00:00+00:00,25,1,23.0,2.0
2024-10-24 00:00:00+00:00,66,5,55.0,2.0
2024-10-25 00:00:00+00:00,49,2,27.0,5.0
2024-10-26 00:00:00+00:00,21,1,25.0,2.0
2024-10-27 00:00:00+00:00,18,1,1.0,1.0
2024-10-28 00:00:00+00:00,20,1,7.0,1.0
2024-10-29 00:00:00+00:00,24,1,6.0,1.0
2024-10-30 00:00:00+00:00,18,1,2.0,2.0
2024-10-31 00:00:00+00:00,20,1,11.0,1.0
2024-11-01 00:00:00+00:00,18,1,6.0,1.0
2024-11-02 00:00:00+00:00,18,1,1.0,1.0
2024-11-03 00:00:00+00:00,18,1,,
2024-11-04 00:00:00+00:00,18,1,3.0,3.0
