time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-20 00:00:00+00:00,3,3,1.0,1.0
2025-07-21 00:00:00+00:00,14,1,4.0,1.0
2025-07-22 00:00:00+00:00,21,2,26.0,5.0
2025-07-23 00:00:00+00:00,34,2,14.0,1.0
2025-07-24 00:00:00+00:00,17,2,12.0,2.0
2025-07-25 00:00:00+00:00,14,1,,
2025-07-26 00:00:00+00:00,14,1,1.0,1.0
2025-07-27 00:00:00+00:00,14,1,1.0,1.0
2025-07-28 00:00:00+00:00,14,1,1.0,1.0
2025-07-29 00:00:00+00:00,14,1,4.0,1.0
2025-07-30 00:00:00+00:00,14,1,1.0,1.0
2025-07-31 00:00:00+00:00,19,5,17.0,3.0
2025-08-01 00:00:00+00:00,14,1,2.0,2.0
2025-08-02 00:00:00+00:00,14,1,1.0,1.0
2025-08-03 00:00:00+00:00,14,1,,
