time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-17 00:00:00+00:00,,,1.0,1.0
2025-02-18 00:00:00+00:00,20.0,1.0,8.0,2.0
2025-02-19 00:00:00+00:00,24.0,1.0,,
2025-02-20 00:00:00+00:00,18.0,1.0,,
2025-02-21 00:00:00+00:00,18.0,1.0,13.0,2.0
2025-02-22 00:00:00+00:00,18.0,1.0,,
2025-02-23 00:00:00+00:00,19.0,2.0,,
2025-02-24 00:00:00+00:00,128.0,10.0,222.0,2.0
2025-02-25 00:00:00+00:00,98.0,8.0,136.0,8.0
2025-02-26 00:00:00+00:00,187.0,22.0,177.0,3.0
2025-02-27 00:00:00+00:00,15.0,2.0,2.0,2.0
2025-02-28 00:00:00+00:00,15.0,2.0,12.0,4.0
2025-03-01 00:00:00+00:00,15.0,2.0,2.0,1.0
2025-03-02 00:00:00+00:00,15.0,2.0,,
2025-03-03 00:00:00+00:00,14.0,1.0,,
