url_path,views_total,views_unique
/gem/oq-irmt-qgis,24,14
/gem/oq-irmt-qgis/pull/887,13,4
/gem/oq-irmt-qgis/pull/887/files,12,3
/gem/oq-irmt-qgis/actions,9,3
/gem/oq-irmt-qgis/blob/a223e93affda289ed75810096dbc024f983969f3/svir/dialogs/load_output_as_layer_dialog.py,6,3
/gem/oq-irmt-qgis/actions/runs/14963070166,6,2
/gem/oq-irmt-qgis/blob/master/svir/dialogs/load_output_as_layer_dialog.py,5,2
/gem/oq-irmt-qgis/pulls,5,1
/gem/oq-irmt-qgis/actions/runs/14963070166/job/42036935508,4,3
/gem/oq-irmt-qgis/tree/master/svir,4,3
