time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-10 00:00:00+00:00,13,10,1.0,1.0
2025-10-11 00:00:00+00:00,35,16,3.0,3.0
2025-10-12 00:00:00+00:00,29,15,,
2025-10-13 00:00:00+00:00,28,14,,
2025-10-14 00:00:00+00:00,31,15,5.0,2.0
2025-10-15 00:00:00+00:00,34,15,2.0,2.0
2025-10-16 00:00:00+00:00,24,8,,
2025-10-17 00:00:00+00:00,33,11,5.0,5.0
2025-10-18 00:00:00+00:00,31,8,1.0,1.0
2025-10-19 00:00:00+00:00,21,7,1.0,1.0
2025-10-20 00:00:00+00:00,37,15,5.0,5.0
2025-10-21 00:00:00+00:00,36,18,5.0,5.0
2025-10-22 00:00:00+00:00,41,22,7.0,7.0
2025-10-23 00:00:00+00:00,24,9,5.0,5.0
2025-10-24 00:00:00+00:00,25,9,1.0,1.0
