time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-29 00:00:00+00:00,18,1,,
2024-12-30 00:00:00+00:00,18,1,,
2024-12-31 00:00:00+00:00,18,1,1.0,1.0
2025-01-01 00:00:00+00:00,18,1,,
2025-01-02 00:00:00+00:00,18,1,,
2025-01-03 00:00:00+00:00,18,1,1.0,1.0
2025-01-04 00:00:00+00:00,18,1,,
2025-01-05 00:00:00+00:00,18,1,9.0,1.0
2025-01-06 00:00:00+00:00,18,1,1.0,1.0
2025-01-07 00:00:00+00:00,18,1,3.0,2.0
2025-01-08 00:00:00+00:00,29,2,13.0,4.0
2025-01-09 00:00:00+00:00,12,1,8.0,5.0
2025-01-10 00:00:00+00:00,60,6,49.0,9.0
2025-01-11 00:00:00+00:00,18,1,,
