time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-26 00:00:00+00:00,13,8,1.0,1.0
2025-09-27 00:00:00+00:00,31,13,2.0,2.0
2025-09-28 00:00:00+00:00,33,16,,
2025-09-29 00:00:00+00:00,62,13,22.0,3.0
2025-09-30 00:00:00+00:00,37,17,1.0,1.0
2025-10-01 00:00:00+00:00,34,16,11.0,1.0
2025-10-02 00:00:00+00:00,20,6,3.0,2.0
2025-10-03 00:00:00+00:00,48,1,50.0,3.0
2025-10-04 00:00:00+00:00,14,1,4.0,4.0
2025-10-05 00:00:00+00:00,19,6,1.0,1.0
2025-10-06 00:00:00+00:00,16,3,1.0,1.0
2025-10-07 00:00:00+00:00,14,1,,
2025-10-08 00:00:00+00:00,14,1,2.0,2.0
2025-10-09 00:00:00+00:00,37,22,,
2025-10-10 00:00:00+00:00,27,10,1.0,1.0
