time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-27 00:00:00+00:00,,,1.0,1.0
2025-02-28 00:00:00+00:00,15.0,2.0,12.0,4.0
2025-03-01 00:00:00+00:00,15.0,2.0,2.0,1.0
2025-03-02 00:00:00+00:00,15.0,2.0,,
2025-03-03 00:00:00+00:00,14.0,1.0,,
2025-03-04 00:00:00+00:00,15.0,2.0,6.0,3.0
2025-03-05 00:00:00+00:00,59.0,16.0,23.0,3.0
2025-03-06 00:00:00+00:00,18.0,3.0,10.0,3.0
2025-03-07 00:00:00+00:00,16.0,2.0,1.0,1.0
2025-03-08 00:00:00+00:00,17.0,4.0,1.0,1.0
2025-03-09 00:00:00+00:00,15.0,2.0,,
2025-03-10 00:00:00+00:00,14.0,1.0,3.0,2.0
2025-03-11 00:00:00+00:00,15.0,2.0,1.0,1.0
2025-03-12 00:00:00+00:00,14.0,1.0,2.0,1.0
2025-03-13 00:00:00+00:00,15.0,2.0,,
