url_path,views_total,views_unique
/gem/oq-irmt-qgis,18,13
/gem/oq-irmt-qgis/blob/a223e93affda289ed75810096dbc024f983969f3/svir/dialogs/load_output_as_layer_dialog.py,6,3
/gem/oq-irmt-qgis/pull/887,6,2
/gem/oq-irmt-qgis/pull/887/files,6,2
/gem/oq-irmt-qgis/blob/a223e93affda289ed75810096dbc024f983969f3/svir/utilities/utils.py,3,3
/gem/oq-irmt-qgis/actions,3,1
/gem/oq-irmt-qgis/pulls,3,1
/gem/oq-irmt-qgis/blob/master/svir/utilities/utils.py,2,2
/gem/oq-irmt-qgis/issues,2,2
/gem/oq-irmt-qgis/issues/877,2,2
