time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-04 00:00:00+00:00,7,4,41.0,3.0
2025-12-05 00:00:00+00:00,29,12,5.0,1.0
2025-12-06 00:00:00+00:00,52,37,1.0,1.0
2025-12-07 00:00:00+00:00,16,1,1.0,1.0
2025-12-08 00:00:00+00:00,24,6,2.0,2.0
2025-12-09 00:00:00+00:00,28,9,4.0,2.0
2025-12-10 00:00:00+00:00,16,1,,
2025-12-11 00:00:00+00:00,16,1,1.0,1.0
2025-12-12 00:00:00+00:00,20,4,,
2025-12-13 00:00:00+00:00,16,1,,
2025-12-14 00:00:00+00:00,17,1,3.0,1.0
2025-12-15 00:00:00+00:00,18,2,14.0,2.0
2025-12-16 00:00:00+00:00,17,2,1.0,1.0
2025-12-17 00:00:00+00:00,17,2,4.0,4.0
2025-12-18 00:00:00+00:00,16,1,,
