time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-21 00:00:00+00:00,1,1,16.0,2.0
2025-01-22 00:00:00+00:00,18,1,2.0,1.0
2025-01-23 00:00:00+00:00,25,2,19.0,1.0
2025-01-24 00:00:00+00:00,18,1,5.0,1.0
2025-01-25 00:00:00+00:00,18,1,,
2025-01-26 00:00:00+00:00,18,1,2.0,2.0
2025-01-27 00:00:00+00:00,18,1,1.0,1.0
2025-01-28 00:00:00+00:00,18,1,4.0,1.0
2025-01-29 00:00:00+00:00,18,1,,
2025-01-30 00:00:00+00:00,18,1,2.0,2.0
2025-01-31 00:00:00+00:00,18,1,4.0,2.0
2025-02-01 00:00:00+00:00,18,1,2.0,2.0
2025-02-02 00:00:00+00:00,18,1,,
2025-02-03 00:00:00+00:00,18,2,1.0,1.0
2025-02-04 00:00:00+00:00,18,1,,
