time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-31 00:00:00+00:00,125,22,2.0,2.0
2025-11-01 00:00:00+00:00,20,7,4.0,4.0
2025-11-02 00:00:00+00:00,19,2,9.0,3.0
2025-11-03 00:00:00+00:00,28,13,1.0,1.0
2025-11-04 00:00:00+00:00,40,18,20.0,5.0
2025-11-05 00:00:00+00:00,25,11,2.0,2.0
2025-11-06 00:00:00+00:00,27,11,23.0,2.0
2025-11-07 00:00:00+00:00,56,39,19.0,4.0
2025-11-08 00:00:00+00:00,67,35,3.0,3.0
2025-11-09 00:00:00+00:00,15,4,2.0,1.0
2025-11-10 00:00:00+00:00,23,10,1.0,1.0
2025-11-11 00:00:00+00:00,28,11,2.0,2.0
2025-11-12 00:00:00+00:00,19,5,11.0,5.0
2025-11-13 00:00:00+00:00,18,7,,
