url_path,views_total,views_unique
/gem/oq-irmt-qgis/actions,46,3
/gem/oq-irmt-qgis/actions/workflows/qgis_ltr_engine_releases.yml,42,2
/gem/oq-irmt-qgis,17,7
/gem/oq-irmt-qgis/pulls,13,3
/gem/oq-irmt-qgis/actions/runs/13523447015/job/37787948864,10,2
/gem/oq-irmt-qgis/actions/runs/13523419542/job/37787853984,9,3
/gem/oq-irmt-qgis/issues/224,9,2
/gem/oq-irmt-qgis/actions/workflows/test_push.yml,8,2
/gem/oq-irmt-qgis/actions/runs/13523447015/job/37787946228,7,2
/gem/oq-irmt-qgis/actions/runs/13523447015,6,2
