url_path,views_total,views_unique
/gem/oq-irmt-qgis/actions,77,2
/gem/oq-irmt-qgis/actions/workflows/qgis_ltr_engine_releases.yml,52,2
/gem/oq-irmt-qgis/pulls,20,3
/gem/oq-irmt-qgis,19,3
/gem/oq-irmt-qgis/milestones,18,1
/gem/oq-irmt-qgis/actions/runs/13494175600,12,1
/gem/oq-irmt-qgis/actions/runs/13523447015/job/37787948864,10,2
/gem/oq-irmt-qgis/actions/runs/13493883216,9,1
/gem/oq-irmt-qgis/actions/runs/13493928225,9,1
/gem/oq-irmt-qgis/blob/master/.github/workflows/qgis_ltr_engine_releases.yml,8,2
