url_path,views_total,views_unique
/gem/oq-irmt-qgis,19,13
/gem/oq-irmt-qgis/pull/887,12,3
/gem/oq-irmt-qgis/pull/887/files,12,3
/gem/oq-irmt-qgis/blob/a223e93affda289ed75810096dbc024f983969f3/svir/dialogs/load_output_as_layer_dialog.py,6,3
/gem/oq-irmt-qgis/actions,5,2
/gem/oq-irmt-qgis/pulls,5,1
/gem/oq-irmt-qgis/blob/a223e93affda289ed75810096dbc024f983969f3/svir/utilities/utils.py,3,3
/gem/oq-irmt-qgis/tree/master/svir,3,2
/gem/oq-irmt-qgis/blob/master/svir/utilities/utils.py,2,2
/gem/oq-irmt-qgis/issues/539,2,2
