url_path,views_total,views_unique
/gem/oq-irmt-qgis,11,8
/gem/oq-irmt-qgis/issues/102,3,1
/gem/oq-irmt-qgis/tree/master/native_qwebview_example,3,1
/gem/oq-irmt-qgis/issues/784,2,2
/gem/oq-irmt-qgis/blob/master/native_qwebview_example/basic_browser_qt4.py,2,1
/gem/oq-irmt-qgis/blob/master/README.md,2,1
/gem/oq-irmt-qgis/blob/master/svir/ui/list_multiselect_widget.py,2,1
/gem/oq-irmt-qgis/tree/master/bridge_example,2,1
/gem/oq-irmt-qgis/tree/master/.github,2,1
/gem/oq-irmt-qgis/tree/master/.github/workflows,2,1
