time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-11 00:00:00+00:00,4,4,,
2025-11-12 00:00:00+00:00,19,5,11.0,5.0
2025-11-13 00:00:00+00:00,22,9,1.0,1.0
2025-11-14 00:00:00+00:00,13,2,,
2025-11-15 00:00:00+00:00,12,1,,
2025-11-16 00:00:00+00:00,12,1,,
2025-11-17 00:00:00+00:00,14,3,1.0,1.0
2025-11-18 00:00:00+00:00,95,25,41.0,4.0
2025-11-19 00:00:00+00:00,166,13,21.0,3.0
2025-11-20 00:00:00+00:00,43,9,18.0,2.0
2025-11-21 00:00:00+00:00,66,14,37.0,2.0
2025-11-22 00:00:00+00:00,12,1,1.0,1.0
2025-11-23 00:00:00+00:00,18,3,1.0,1.0
2025-11-24 00:00:00+00:00,100,13,62.0,1.0
2025-11-25 00:00:00+00:00,12,1,1.0,1.0
