time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-07 00:00:00+00:00,,,41,9
2025-03-08 00:00:00+00:00,1.0,1.0,9,5
2025-03-09 00:00:00+00:00,,,27,7
2025-03-10 00:00:00+00:00,2.0,2.0,28,9
2025-03-11 00:00:00+00:00,1.0,1.0,69,20
2025-03-12 00:00:00+00:00,1.0,1.0,113,17
2025-03-13 00:00:00+00:00,,,125,17
2025-03-14 00:00:00+00:00,1.0,1.0,9,4
2025-03-15 00:00:00+00:00,,,8,4
2025-03-16 00:00:00+00:00,,,31,8
2025-03-17 00:00:00+00:00,,,111,25
2025-03-18 00:00:00+00:00,,,60,9
2025-03-19 00:00:00+00:00,2.0,1.0,144,18
2025-03-20 00:00:00+00:00,1.0,1.0,66,17
2025-03-21 00:00:00+00:00,,,9,6
