url_path,views_total,views_unique
/gem/global_exposure_model,65,49
/gem/global_exposure_model/tree/main/Africa,26,13
/gem/global_exposure_model/tree/main/World,21,8
/gem/global_exposure_model/tree/main,18,9
/gem/global_exposure_model/tree/main/North_America/Mexico,16,3
/gem/global_exposure_model/tree/main/Europe,15,11
/gem/global_exposure_model/blob/main/World/Exposure_Adm0_Summary.csv,14,4
/gem/global_exposure_model/tree/main/Europe/Turkey,12,8
/gem/global_exposure_model/tree/main/Africa/Ethiopia,10,3
/gem/global_exposure_model/tree/main/Southeast_Asia/Philippines,9,2
