url_path,views_total,views_unique
/gem/global_exposure_model,104,67
/gem/global_exposure_model/tree/main/Europe,30,19
/gem/global_exposure_model/tree/main,27,20
/gem/global_exposure_model/tree/main/Southeast_Asia/Philippines,20,8
/gem/global_exposure_model/tree/main/South_America/Colombia,19,5
/gem/global_exposure_model/tree/main/Europe/Turkey,18,10
/gem/global_exposure_model/tree/main/Africa,17,11
/gem/global_exposure_model/tree/main/South_Asia,16,10
/gem/global_exposure_model/tree/main/South_America,16,9
/gem/global_exposure_model/tree/main/North_America/United_States,15,10
