url_path,views_total,views_unique
/gem/global_exposure_model,95,64
/gem/global_exposure_model/tree/main/Europe,24,17
/gem/global_exposure_model/tree/main/Southeast_Asia/Indonesia,24,8
/gem/global_exposure_model/tree/main/Africa,14,9
/gem/global_exposure_model/tree/main/North_America/United_States,14,7
/gem/global_exposure_model/tree/main,11,9
/gem/global_exposure_model/tree/main/Europe/Germany,11,3
/gem/global_exposure_model/tree/main/Southeast_Asia,10,7
/gem/global_exposure_model/tree/main/Europe/Turkey,9,6
/gem/global_exposure_model/tree/main/South_America,8,6
