url_path,views_total,views_unique
/gem/global_exposure_model,78,54
/gem/global_exposure_model/tree/main/South_Asia/India,31,21
/gem/global_exposure_model/tree/main/Africa/Algeria,24,5
/gem/global_exposure_model/tree/main/Africa,23,13
/gem/global_exposure_model/tree/main/Europe,20,14
/gem/global_exposure_model/tree/main,17,9
/gem/global_exposure_model/tree/main/Southeast_Asia/Indonesia,12,7
/gem/global_exposure_model/tree/main/South_America/Peru,12,5
/gem/global_exposure_model/blob/main/Europe/Albania/Exposure_Com_Albania_Adm1.csv,12,2
/gem/global_exposure_model/tree/main/Africa/Morocco,11,6
