time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-01 00:00:00+00:00,,,8,4
2024-12-02 00:00:00+00:00,,,83,18
2024-12-03 00:00:00+00:00,,,63,12
2024-12-04 00:00:00+00:00,,,64,13
2024-12-05 00:00:00+00:00,,,49,14
2024-12-06 00:00:00+00:00,,,39,14
2024-12-07 00:00:00+00:00,,,20,5
2024-12-08 00:00:00+00:00,,,30,8
2024-12-09 00:00:00+00:00,,,170,26
2024-12-10 00:00:00+00:00,,,209,29
2024-12-11 00:00:00+00:00,,,137,22
2024-12-12 00:00:00+00:00,,,46,10
2024-12-13 00:00:00+00:00,,,14,10
2024-12-14 00:00:00+00:00,,,8,4
2024-12-15 00:00:00+00:00,,,1,1
