url_path,views_total,views_unique
/gem/global_exposure_model,104,70
/gem/global_exposure_model/tree/main,39,23
/gem/global_exposure_model/tree/main/Europe,20,13
/gem/global_exposure_model/tree/main/North_America/United_States,19,8
/gem/global_exposure_model/tree/main/Southeast_Asia/Indonesia,16,12
/gem/global_exposure_model/tree/main/Africa/Morocco,15,2
/gem/global_exposure_model/tree/main/Africa,14,10
/gem/global_exposure_model/tree/main/South_America,14,8
/gem/global_exposure_model/tree/main/Europe/Turkey,14,5
/gem/global_exposure_model/tree/main/North_America,13,7
