url_path,views_total,views_unique
/gem/global_exposure_model,98,53
/gem/global_exposure_model/tree/main/Europe,31,20
/gem/global_exposure_model/tree/main,21,14
/gem/global_exposure_model/tree/main/South_America/Peru,20,2
/gem/global_exposure_model/tree/main/Europe/Turkey,13,9
/gem/global_exposure_model/blob/main/Europe/Albania/Exposure_Com_Albania_Adm1.csv,13,5
/gem/global_exposure_model/tree/main/Africa,12,8
/gem/global_exposure_model/tree/main/Southeast_Asia/Philippines,11,1
/gem/global_exposure_model/blob/main/South_America/Peru/Exposure_Com_Peru_Adm1.csv,10,2
/gem/global_exposure_model/tree/main/Caribbean_Central_America/Costa_Rica,9,4
