url_path,views_total,views_unique
/gem/global_exposure_model,103,74
/gem/global_exposure_model/tree/main/Europe,37,19
/gem/global_exposure_model/tree/main,34,21
/gem/global_exposure_model/tree/main/Europe/Italy,23,5
/gem/global_exposure_model/tree/main/East_Asia/China,22,10
/gem/global_exposure_model/tree/main/East_Asia,21,9
/gem/global_exposure_model/tree/main/Africa,17,13
/gem/global_exposure_model/tree/main/Europe/Turkey,17,7
/gem/global_exposure_model/tree/main/Caribbean_Central_America,13,6
/gem/global_exposure_model/blob/main/README.md,13,5
