time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-06 00:00:00+00:00,,,18,4
2025-12-07 00:00:00+00:00,,,27,7
2025-12-08 00:00:00+00:00,,,89,24
2025-12-09 00:00:00+00:00,,,96,16
2025-12-10 00:00:00+00:00,,,123,26
2025-12-11 00:00:00+00:00,,,65,13
2025-12-12 00:00:00+00:00,,,124,16
2025-12-13 00:00:00+00:00,1.0,1.0,65,10
2025-12-14 00:00:00+00:00,1.0,1.0,31,8
2025-12-15 00:00:00+00:00,,,181,25
2025-12-16 00:00:00+00:00,,,157,26
2025-12-17 00:00:00+00:00,,,46,18
2025-12-18 00:00:00+00:00,1.0,1.0,130,21
2025-12-19 00:00:00+00:00,,,67,16
