time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-03 00:00:00+00:00,1.0,1.0,46,13
2025-03-04 00:00:00+00:00,,,85,13
2025-03-05 00:00:00+00:00,1.0,1.0,136,19
2025-03-06 00:00:00+00:00,1.0,1.0,65,9
2025-03-07 00:00:00+00:00,,,51,13
2025-03-08 00:00:00+00:00,1.0,1.0,9,5
2025-03-09 00:00:00+00:00,,,27,7
2025-03-10 00:00:00+00:00,2.0,2.0,28,9
2025-03-11 00:00:00+00:00,1.0,1.0,69,20
2025-03-12 00:00:00+00:00,1.0,1.0,113,17
2025-03-13 00:00:00+00:00,,,125,17
2025-03-14 00:00:00+00:00,1.0,1.0,9,4
2025-03-15 00:00:00+00:00,,,8,4
2025-03-16 00:00:00+00:00,,,31,8
2025-03-17 00:00:00+00:00,,,4,3
