time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-16 00:00:00+00:00,,,24,4
2024-11-17 00:00:00+00:00,,,12,5
2024-11-18 00:00:00+00:00,,,52,17
2024-11-19 00:00:00+00:00,,,89,14
2024-11-20 00:00:00+00:00,,,75,16
2024-11-21 00:00:00+00:00,,,76,15
2024-11-22 00:00:00+00:00,,,62,13
2024-11-23 00:00:00+00:00,,,43,6
2024-11-24 00:00:00+00:00,,,23,6
2024-11-25 00:00:00+00:00,,,40,10
2024-11-26 00:00:00+00:00,,,72,16
2024-11-27 00:00:00+00:00,,,34,9
2024-11-28 00:00:00+00:00,,,38,16
2024-11-29 00:00:00+00:00,,,49,15
2024-11-30 00:00:00+00:00,1.0,1.0,1,1
