url_path,views_total,views_unique
/gem/global_exposure_model,117,68
/gem/global_exposure_model/tree/main,46,23
/gem/global_exposure_model/tree/main/Europe,40,19
/gem/global_exposure_model/tree/main/Africa,19,14
/gem/global_exposure_model/tree/main/Caribbean_Central_America/Belize,18,1
/gem/global_exposure_model/tree/main/Central_Asia/Kazakhstan,17,1
/gem/global_exposure_model/tree/main/World,13,9
/gem/global_exposure_model/tree/main/Central_Asia,13,5
/gem/global_exposure_model/tree/main/North_America,13,5
/gem/global_exposure_model/blob/main/README.md,12,6
