url_path,views_total,views_unique
/gem/global_exposure_model,204,80
/gem/global_exposure_model/tree/main/World,137,25
/gem/global_exposure_model/tree/main/Europe,60,32
/gem/global_exposure_model/tree/main,58,21
/gem/global_exposure_model/blob/main/World/Exposure_Adm0_Taxonomy.csv,38,12
/gem/global_exposure_model/blob/main/World/Exposure_Adm0_Summary.csv,33,8
/gem/global_exposure_model/tree/main/South_Asia/India,31,6
/gem/global_exposure_model/tree/main/Africa,22,12
/gem/global_exposure_model/tree/main/South_Asia,22,8
/gem/global_exposure_model/tree/main/Europe/Turkey,21,12
