url_path,views_total,views_unique
/gem/global_exposure_model,83,51
/gem/global_exposure_model/tree/main/South_America/Peru,33,2
/gem/global_exposure_model/tree/main/Europe,26,21
/gem/global_exposure_model/tree/main,20,16
/gem/global_exposure_model/blob/main/Europe/Albania/Exposure_Com_Albania_Adm1.csv,16,4
/gem/global_exposure_model/blob/main/South_America/Peru/Exposure_Com_Peru_Adm1.csv,16,4
/gem/global_exposure_model/tree/main/South_America,13,5
/gem/global_exposure_model/tree/main/Europe/Italy,12,8
/gem/global_exposure_model/blob/main/South_America/Peru/Exposure_Summary_Adm1.csv,12,2
/gem/global_exposure_model/tree/main/Southeast_Asia/Philippines,12,2
