time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-14 00:00:00+00:00,,,32,6
2025-09-15 00:00:00+00:00,,,48,10
2025-09-16 00:00:00+00:00,,,106,19
2025-09-17 00:00:00+00:00,,,94,17
2025-09-18 00:00:00+00:00,2.0,2.0,152,20
2025-09-19 00:00:00+00:00,1.0,1.0,93,17
2025-09-20 00:00:00+00:00,1.0,1.0,19,7
2025-09-21 00:00:00+00:00,2.0,2.0,15,6
2025-09-22 00:00:00+00:00,,,108,16
2025-09-23 00:00:00+00:00,1.0,1.0,107,19
2025-09-24 00:00:00+00:00,,,189,22
2025-09-25 00:00:00+00:00,3.0,3.0,126,32
2025-09-26 00:00:00+00:00,,,188,29
2025-09-27 00:00:00+00:00,,,68,15
2025-09-28 00:00:00+00:00,,,8,3
