time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-12 00:00:00+00:00,,,3,2
2025-10-13 00:00:00+00:00,,,62,16
2025-10-14 00:00:00+00:00,,,78,20
2025-10-15 00:00:00+00:00,3.0,3.0,64,19
2025-10-16 00:00:00+00:00,2.0,2.0,63,20
2025-10-17 00:00:00+00:00,6.0,5.0,78,15
2025-10-18 00:00:00+00:00,,,23,7
2025-10-19 00:00:00+00:00,1.0,1.0,29,7
2025-10-20 00:00:00+00:00,2.0,2.0,73,23
2025-10-21 00:00:00+00:00,2.0,2.0,79,23
2025-10-22 00:00:00+00:00,2.0,2.0,144,23
2025-10-23 00:00:00+00:00,3.0,3.0,247,30
2025-10-24 00:00:00+00:00,1.0,1.0,92,12
2025-10-25 00:00:00+00:00,,,17,6
2025-10-26 00:00:00+00:00,,,15,3
