time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-13 00:00:00+00:00,1.0,1.0,95,15
2025-01-14 00:00:00+00:00,,,54,10
2025-01-15 00:00:00+00:00,1.0,1.0,101,16
2025-01-16 00:00:00+00:00,,,92,18
2025-01-17 00:00:00+00:00,,,59,14
2025-01-18 00:00:00+00:00,,,26,4
2025-01-19 00:00:00+00:00,,,55,12
2025-01-20 00:00:00+00:00,,,107,19
2025-01-21 00:00:00+00:00,,,84,19
2025-01-22 00:00:00+00:00,,,73,13
2025-01-23 00:00:00+00:00,,,53,18
2025-01-24 00:00:00+00:00,,,32,8
2025-01-25 00:00:00+00:00,,,45,5
2025-01-26 00:00:00+00:00,,,37,7
2025-01-27 00:00:00+00:00,,,5,2
