time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-24 00:00:00+00:00,,,75,12
2025-09-25 00:00:00+00:00,3.0,3.0,126,32
2025-09-26 00:00:00+00:00,,,188,29
2025-09-27 00:00:00+00:00,,,68,15
2025-09-28 00:00:00+00:00,1.0,1.0,23,8
2025-09-29 00:00:00+00:00,1.0,1.0,201,26
2025-09-30 00:00:00+00:00,3.0,3.0,132,34
2025-10-01 00:00:00+00:00,1.0,1.0,102,24
2025-10-02 00:00:00+00:00,2.0,2.0,164,22
2025-10-03 00:00:00+00:00,,,97,20
2025-10-04 00:00:00+00:00,,,19,6
2025-10-05 00:00:00+00:00,,,33,12
2025-10-06 00:00:00+00:00,2.0,1.0,127,26
2025-10-07 00:00:00+00:00,1.0,1.0,76,19
2025-10-08 00:00:00+00:00,,,7,3
