time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-12 00:00:00+00:00,,,4,4
2024-10-13 00:00:00+00:00,,,10,5
2024-10-14 00:00:00+00:00,,,150,22
2024-10-15 00:00:00+00:00,,,62,14
2024-10-16 00:00:00+00:00,,,109,12
2024-10-17 00:00:00+00:00,,,93,12
2024-10-18 00:00:00+00:00,,,36,13
2024-10-19 00:00:00+00:00,,,2,2
2024-10-20 00:00:00+00:00,,,21,5
2024-10-21 00:00:00+00:00,,,64,14
2024-10-22 00:00:00+00:00,,,89,21
2024-10-23 00:00:00+00:00,,,63,18
2024-10-24 00:00:00+00:00,,,175,27
2024-10-25 00:00:00+00:00,,,58,10
