time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-03 00:00:00+00:00,,,24,6
2025-08-04 00:00:00+00:00,,,70,22
2025-08-05 00:00:00+00:00,,,27,11
2025-08-06 00:00:00+00:00,3.0,3.0,85,20
2025-08-07 00:00:00+00:00,,,57,14
2025-08-08 00:00:00+00:00,,,43,14
2025-08-09 00:00:00+00:00,,,15,5
2025-08-10 00:00:00+00:00,,,34,11
2025-08-11 00:00:00+00:00,3.0,3.0,93,20
2025-08-12 00:00:00+00:00,2.0,2.0,58,16
2025-08-13 00:00:00+00:00,1.0,1.0,123,19
2025-08-14 00:00:00+00:00,,,108,25
2025-08-15 00:00:00+00:00,,,11,9
2025-08-16 00:00:00+00:00,,,21,2
2025-08-17 00:00:00+00:00,,,4,2
