url_path,views_total,views_unique
/gem/global_exposure_model,81,53
/gem/global_exposure_model/tree/main,30,22
/gem/global_exposure_model/tree/main/Europe,20,15
/gem/global_exposure_model/blob/main/Africa/Egypt/Exposure_Summary_Taxonomy.csv,19,3
/gem/global_exposure_model/tree/main/Africa,16,14
/gem/global_exposure_model/tree/main/Middle_East,15,9
/gem/global_exposure_model/tree/main/Middle_East/Iraq,13,6
/gem/global_exposure_model/tree/main/North_America/United_States,12,10
/gem/global_exposure_model/tree/main/Europe/Italy,11,5
/gem/global_exposure_model/blob/main/Middle_East/Iraq/Exposure_Summary_Adm1.csv,11,1
