url_path,views_total,views_unique
/gem/global_exposure_model,113,58
/gem/global_exposure_model/tree/main/Europe,37,19
/gem/global_exposure_model/tree/main,33,22
/gem/global_exposure_model/blob/main/Europe/Italy/Exposure_Summary_Taxonomy.csv,23,3
/gem/global_exposure_model/tree/main/Middle_East,22,11
/gem/global_exposure_model/blob/main/Europe/Italy/Exposure_Ind_Italy_Adm1.csv,19,3
/gem/global_exposure_model/tree/main/Africa,17,12
/gem/global_exposure_model/blob/main/Europe/Italy/README.md,17,2
/gem/global_exposure_model/blob/main/Europe/Italy/Exposure_Res_Italy_Adm1.csv,16,3
/gem/global_exposure_model/tree/main/Europe/Italy,14,6
