time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-12 00:00:00+00:00,,,47,12
2025-02-13 00:00:00+00:00,1.0,1.0,119,22
2025-02-14 00:00:00+00:00,,,85,12
2025-02-15 00:00:00+00:00,,,6,3
2025-02-16 00:00:00+00:00,,,18,6
2025-02-17 00:00:00+00:00,,,39,17
2025-02-18 00:00:00+00:00,,,40,13
2025-02-19 00:00:00+00:00,,,46,14
2025-02-20 00:00:00+00:00,,,53,17
2025-02-21 00:00:00+00:00,,,15,11
2025-02-22 00:00:00+00:00,,,11,7
2025-02-23 00:00:00+00:00,,,31,9
2025-02-24 00:00:00+00:00,,,82,13
2025-02-25 00:00:00+00:00,,,40,12
2025-02-26 00:00:00+00:00,,,10,4
