url_path,views_total,views_unique
/gem/global_exposure_model,28,22
/gem/global_exposure_model/blob/main/Europe/Turkey/Exposure_Res_Turkey_Adm1.csv,15,3
/gem/global_exposure_model/tree/main/Europe,8,5
/gem/global_exposure_model/tree/main/Europe/Turkey,8,4
/gem/global_exposure_model/tree/main/Europe/Italy,6,3
/gem/global_exposure_model/tree/main/North_Asia,6,2
/gem/global_exposure_model/tree/main/World,5,3
/gem/global_exposure_model/blob/main/Europe/Italy/Exposure_Com_Italy_Adm1.csv,5,1
/gem/global_exposure_model/blob/main/Europe/Portugal/Exposure_Com_Portugal_Adm1.csv,5,1
/gem/global_exposure_model/tree/main,4,3
