time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-15 00:00:00+00:00,,,8,4
2025-03-16 00:00:00+00:00,,,31,8
2025-03-17 00:00:00+00:00,,,111,25
2025-03-18 00:00:00+00:00,,,60,9
2025-03-19 00:00:00+00:00,2.0,1.0,144,18
2025-03-20 00:00:00+00:00,1.0,1.0,66,17
2025-03-21 00:00:00+00:00,,,50,12
2025-03-22 00:00:00+00:00,,,9,3
2025-03-23 00:00:00+00:00,,,15,4
2025-03-24 00:00:00+00:00,,,137,26
2025-03-25 00:00:00+00:00,,,92,27
2025-03-26 00:00:00+00:00,,,165,15
2025-03-27 00:00:00+00:00,,,106,22
2025-03-28 00:00:00+00:00,1.0,1.0,107,38
2025-03-29 00:00:00+00:00,,,13,8
