time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-26 00:00:00+00:00,,,3,1
2024-10-27 00:00:00+00:00,,,32,4
2024-10-28 00:00:00+00:00,,,56,14
2024-10-29 00:00:00+00:00,,,72,19
2024-10-30 00:00:00+00:00,,,130,19
2024-10-31 00:00:00+00:00,,,129,22
2024-11-01 00:00:00+00:00,,,22,10
2024-11-02 00:00:00+00:00,,,8,2
2024-11-03 00:00:00+00:00,,,8,1
2024-11-04 00:00:00+00:00,,,131,28
2024-11-05 00:00:00+00:00,,,107,22
2024-11-06 00:00:00+00:00,,,41,15
2024-11-07 00:00:00+00:00,,,47,17
2024-11-08 00:00:00+00:00,,,67,16
2024-11-09 00:00:00+00:00,,,3,1
