url_path,views_total,views_unique
/gem/global_exposure_model,110,60
/gem/global_exposure_model/tree/main/North_America/United_States,30,11
/gem/global_exposure_model/tree/main,28,16
/gem/global_exposure_model/tree/main/Europe,21,16
/gem/global_exposure_model/tree/main/North_America,19,8
/gem/global_exposure_model/blob/main/README.md,18,8
/gem/global_exposure_model/tree/main/Africa,13,9
/gem/global_exposure_model/tree/main/World,11,8
/gem/global_exposure_model/tree/main/South_America/Chile,10,3
/gem/global_exposure_model/blob/main/Oceania/New_Zealand/Exposure_NonRes_New_Zealand_Adm1.csv,8,2
