url_path,views_total,views_unique
/gem/global_exposure_model,87,58
/gem/global_exposure_model/tree/main/Africa,30,18
/gem/global_exposure_model/tree/main/Europe,27,20
/gem/global_exposure_model/tree/main/South_America/Peru,23,1
/gem/global_exposure_model/tree/main,21,11
/gem/global_exposure_model/tree/main/World,19,8
/gem/global_exposure_model/tree/main/South_America,13,5
/gem/global_exposure_model/blob/main/World/Exposure_Adm0_Summary.csv,13,3
/gem/global_exposure_model/tree/main/South_Asia/India,12,8
/gem/global_exposure_model/tree/main/North_America/United_States,11,10
