time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-04 00:00:00+00:00,,,98,22
2024-11-05 00:00:00+00:00,,,107,22
2024-11-06 00:00:00+00:00,,,41,15
2024-11-07 00:00:00+00:00,,,47,17
2024-11-08 00:00:00+00:00,,,67,16
2024-11-09 00:00:00+00:00,,,64,8
2024-11-10 00:00:00+00:00,,,20,8
2024-11-11 00:00:00+00:00,,,139,25
2024-11-12 00:00:00+00:00,,,117,20
2024-11-13 00:00:00+00:00,,,156,26
2024-11-14 00:00:00+00:00,,,52,16
2024-11-15 00:00:00+00:00,,,14,8
2024-11-16 00:00:00+00:00,,,32,6
2024-11-17 00:00:00+00:00,,,12,5
2024-11-18 00:00:00+00:00,,,2,2
