url_path,views_total,views_unique
/gem/global_exposure_model,99,61
/gem/global_exposure_model/tree/main,46,23
/gem/global_exposure_model/tree/main/Europe,37,20
/gem/global_exposure_model/tree/main/Southeast_Asia/Thailand,26,5
/gem/global_exposure_model/tree/main/Africa,18,13
/gem/global_exposure_model/tree/main/Central_Asia/Kazakhstan,18,2
/gem/global_exposure_model/tree/main/Caribbean_Central_America/Belize,18,1
/gem/global_exposure_model/tree/main/World,17,11
/gem/global_exposure_model/tree/main/Central_Asia,16,8
/gem/global_exposure_model/tree/main/East_Asia,12,8
