time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-21 00:00:00+00:00,,,39,13
2025-10-22 00:00:00+00:00,2.0,2.0,144,23
2025-10-23 00:00:00+00:00,3.0,3.0,247,30
2025-10-24 00:00:00+00:00,1.0,1.0,92,12
2025-10-25 00:00:00+00:00,,,17,6
2025-10-26 00:00:00+00:00,,,65,13
2025-10-27 00:00:00+00:00,1.0,1.0,115,21
2025-10-28 00:00:00+00:00,2.0,1.0,112,21
2025-10-29 00:00:00+00:00,,,34,11
2025-10-30 00:00:00+00:00,3.0,3.0,190,29
2025-10-31 00:00:00+00:00,1.0,1.0,57,14
2025-11-01 00:00:00+00:00,3.0,3.0,2,1
2025-11-02 00:00:00+00:00,,,9,6
2025-11-03 00:00:00+00:00,1.0,1.0,77,19
2025-11-04 00:00:00+00:00,,,58,11
