url_path,views_total,views_unique
/gem/global_exposure_model,114,71
/gem/global_exposure_model/tree/main/East_Asia,47,14
/gem/global_exposure_model/tree/main/Caribbean_Central_America,39,6
/gem/global_exposure_model/tree/main/Europe,37,12
/gem/global_exposure_model/tree/main,32,23
/gem/global_exposure_model/tree/main/Middle_East/Jordan,31,3
/gem/global_exposure_model/tree/main/South_Asia/India,26,10
/gem/global_exposure_model/tree/main/Southeast_Asia/Indonesia,25,4
/gem/global_exposure_model/tree/main/East_Asia/China,24,9
/gem/global_exposure_model/tree/main/Oceania/Australia,23,3
