time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-31 00:00:00+00:00,1.0,1.0,22,8
2025-11-01 00:00:00+00:00,3.0,3.0,2,1
2025-11-02 00:00:00+00:00,,,9,6
2025-11-03 00:00:00+00:00,1.0,1.0,77,19
2025-11-04 00:00:00+00:00,2.0,1.0,253,31
2025-11-05 00:00:00+00:00,1.0,1.0,34,23
2025-11-06 00:00:00+00:00,,,113,23
2025-11-07 00:00:00+00:00,,,240,25
2025-11-08 00:00:00+00:00,,,26,5
2025-11-09 00:00:00+00:00,,,18,4
2025-11-10 00:00:00+00:00,2.0,2.0,176,30
2025-11-11 00:00:00+00:00,,,170,33
2025-11-12 00:00:00+00:00,1.0,1.0,116,20
2025-11-13 00:00:00+00:00,,,90,20
2025-11-14 00:00:00+00:00,,,26,8
