time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-13 00:00:00+00:00,,,19,3
2025-07-14 00:00:00+00:00,,,53,20
2025-07-15 00:00:00+00:00,1.0,1.0,68,16
2025-07-16 00:00:00+00:00,,,86,14
2025-07-17 00:00:00+00:00,,,30,14
2025-07-18 00:00:00+00:00,,,158,17
2025-07-19 00:00:00+00:00,,,29,5
2025-07-20 00:00:00+00:00,,,60,7
2025-07-21 00:00:00+00:00,,,141,17
2025-07-22 00:00:00+00:00,,,54,15
2025-07-23 00:00:00+00:00,,,53,17
2025-07-24 00:00:00+00:00,,,92,17
2025-07-25 00:00:00+00:00,,,68,17
2025-07-26 00:00:00+00:00,,,27,7
2025-07-27 00:00:00+00:00,,,5,4
